100	300
0	34
0	3
0	98
0	99
0	53
1	2
1	99
1	4
1	8
1	10
1	98
1	3
1	63
2	3
2	4
2	5
2	11
2	14
2	99
3	4
3	54
3	68
4	6
4	79
4	86
4	87
5	6
5	7
5	54
6	7
6	8
6	9
6	29
7	9
7	10
7	50
7	27
8	9
8	10
8	20
9	10
9	11
9	12
9	83
10	11
10	13
10	51
11	12
11	14
12	13
12	14
12	15
13	14
13	16
13	19
14	16
14	17
15	37
15	16
15	17
15	18
16	40
16	44
16	17
16	18
16	19
16	55
17	18
17	19
17	79
18	19
18	20
18	21
19	21
19	22
19	88
20	49
20	71
20	46
21	22
21	23
21	59
22	66
22	68
22	56
23	65
23	36
23	69
23	24
23	26
24	44
24	77
24	25
25	51
25	26
25	59
26	70
26	27
26	28
27	35
27	28
27	29
28	96
28	84
28	60
28	30
28	31
29	32
29	88
30	32
30	33
30	95
30	89
30	31
31	32
31	33
31	46
31	95
32	33
32	34
32	76
33	34
33	47
33	63
34	35
34	36
34	38
34	72
35	75
35	48
36	37
36	38
36	39
37	39
37	42
38	97
38	70
38	39
38	40
38	77
39	42
39	92
39	94
40	42
40	43
41	42
41	43
41	44
41	93
42	43
42	44
42	45
43	44
43	45
43	46
43	80
44	45
44	50
45	46
45	47
45	48
46	47
46	49
47	49
47	91
47	62
48	49
48	50
48	53
48	87
49	50
49	51
49	52
50	51
50	52
50	53
51	79
51	53
51	87
52	53
52	54
52	55
52	57
53	54
53	55
53	57
54	79
54	55
54	56
55	78
55	57
55	58
56	68
56	57
56	58
57	73
57	75
57	60
58	59
58	60
58	95
59	76
59	60
59	61
59	62
60	62
60	63
61	64
61	98
61	62
62	64
62	65
62	63
63	96
63	65
63	64
64	65
64	67
65	66
65	68
66	67
66	68
66	69
67	68
67	69
67	70
68	69
68	70
68	71
69	71
69	72
70	71
70	73
71	72
71	74
72	73
72	74
72	75
73	98
73	75
73	76
74	75
74	76
74	77
75	77
75	78
76	77
76	78
77	78
77	79
78	80
78	81
79	80
79	81
79	82
80	81
80	83
80	95
81	82
81	83
81	84
82	83
82	84
82	85
83	84
83	85
84	85
84	86
85	86
85	87
85	88
86	87
86	88
86	89
88	89
88	90
88	91
89	90
89	92
90	91
90	92
90	93
91	92
91	93
91	94
92	93
92	94
92	95
93	94
93	95
94	96
94	97
94	95
95	97
96	97
96	98
96	99
97	98
97	99
98	99
34	0
3	0
98	0
99	0
53	0
2	1
99	1
4	1
8	1
10	1
98	1
3	1
63	1
3	2
4	2
5	2
11	2
14	2
99	2
4	3
54	3
68	3
6	4
79	4
86	4
87	4
6	5
7	5
54	5
7	6
8	6
9	6
29	6
9	7
10	7
50	7
27	7
9	8
10	8
20	8
10	9
11	9
12	9
83	9
11	10
13	10
51	10
12	11
14	11
13	12
14	12
15	12
14	13
16	13
19	13
16	14
17	14
37	15
16	15
17	15
18	15
40	16
44	16
17	16
18	16
19	16
55	16
18	17
19	17
79	17
19	18
20	18
21	18
21	19
22	19
88	19
49	20
71	20
46	20
22	21
23	21
59	21
66	22
68	22
56	22
65	23
36	23
69	23
24	23
26	23
44	24
77	24
25	24
51	25
26	25
59	25
70	26
27	26
28	26
35	27
28	27
29	27
96	28
84	28
60	28
30	28
31	28
32	29
88	29
32	30
33	30
95	30
89	30
31	30
32	31
33	31
46	31
95	31
33	32
34	32
76	32
34	33
47	33
63	33
35	34
36	34
38	34
72	34
75	35
48	35
37	36
38	36
39	36
39	37
42	37
97	38
70	38
39	38
40	38
77	38
42	39
92	39
94	39
42	40
43	40
42	41
43	41
44	41
93	41
43	42
44	42
45	42
44	43
45	43
46	43
80	43
45	44
50	44
46	45
47	45
48	45
47	46
49	46
49	47
91	47
62	47
49	48
50	48
53	48
87	48
50	49
51	49
52	49
51	50
52	50
53	50
79	51
53	51
87	51
53	52
54	52
55	52
57	52
54	53
55	53
57	53
79	54
55	54
56	54
78	55
57	55
58	55
68	56
57	56
58	56
73	57
75	57
60	57
59	58
60	58
95	58
76	59
60	59
61	59
62	59
62	60
63	60
64	61
98	61
62	61
64	62
65	62
63	62
96	63
65	63
64	63
65	64
67	64
66	65
68	65
67	66
68	66
69	66
68	67
69	67
70	67
69	68
70	68
71	68
71	69
72	69
71	70
73	70
72	71
74	71
73	72
74	72
75	72
98	73
75	73
76	73
75	74
76	74
77	74
77	75
78	75
77	76
78	76
78	77
79	77
80	78
81	78
80	79
81	79
82	79
81	80
83	80
95	80
82	81
83	81
84	81
83	82
84	82
85	82
84	83
85	83
85	84
86	84
86	85
87	85
88	85
87	86
88	86
89	86
89	88
90	88
91	88
90	89
92	89
91	90
92	90
93	90
92	91
93	91
94	91
93	92
94	92
95	92
94	93
95	93
96	94
97	94
95	94
97	95
97	96
98	96
99	96
98	97
99	97
99	98
